row_group,window_id,option_id,entity_id,search_id,rank,model_id,backtest_id,required_gate_status,signal_quality_gate_status,absolute_gate_status,relative_gate_status,counterfactual_status,counterfactual_reasons,strategy_compound_annualized_return,sharpe_ratio,calmar_ratio,max_drawdown,passed_benchmark_count,passed_benchmark_sec_codes,is_index_guard_check,index_name
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_lgbm_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r08_l31_lr005_n300_leaf300_ff10_bf07_l1_01_l2_0__lgbm_r08_l31_lr005_n300_leaf300_ff10_bf07_l1_01_l2_0,cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01,2,s1_lgbm_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r08_l31_lr005_n300_leaf300_ff10_bf07_l1_01_l2_0__lgbm_r08_l31_lr005_n300_leaf300_ff10_bf07_l1_01_l2_0,bt_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r08_l31_lr005_n300_leaf300_ff10_bf07_l1_01_l2_0,passed,passed,failed,failed,rejected,absolute_sharpe>=0.70_calmar_moved_to_relative_failed;relative_gate_failed,0.15190158888114746,0.4715782644768494,0.41509527971711063,-0.3659439080701402,0,,False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_lgbm_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r11_l15_lr002_n600_leaf800_ff07_bf09_l1_1_l2_1__lgbm_r11_l15_lr002_n600_leaf800_ff07_bf09_l1_1_l2_1,cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01,3,s1_lgbm_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r11_l15_lr002_n600_leaf800_ff07_bf09_l1_1_l2_1__lgbm_r11_l15_lr002_n600_leaf800_ff07_bf09_l1_1_l2_1,bt_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r11_l15_lr002_n600_leaf800_ff07_bf09_l1_1_l2_1,passed,passed,passed,failed,rejected,relative_gate_failed,0.23050523951899038,0.7291282276914982,0.664146788993644,-0.34706971913282314,0,,False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_lgbm_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r04_l31_lr005_n300_leaf300_ff09_bf09_l1_0_l2_0__lgbm_r04_l31_lr005_n300_leaf300_ff09_bf09_l1_0_l2_0,cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01,4,s1_lgbm_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r04_l31_lr005_n300_leaf300_ff09_bf09_l1_0_l2_0__lgbm_r04_l31_lr005_n300_leaf300_ff09_bf09_l1_0_l2_0,bt_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r04_l31_lr005_n300_leaf300_ff09_bf09_l1_0_l2_0,passed,passed,passed,failed,rejected,relative_gate_failed,0.29404921744316614,0.9265749270609986,0.8232781540647096,-0.3571687357321204,0,,False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_lgbm_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r12_l31_lr002_n600_leaf100_ff10_bf07_l1_01_l2_01__lgbm_r12_l31_lr002_n600_leaf100_ff10_bf07_l1_01_l2_01,cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01,5,s1_lgbm_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r12_l31_lr002_n600_leaf100_ff10_bf07_l1_01_l2_01__lgbm_r12_l31_lr002_n600_leaf100_ff10_bf07_l1_01_l2_01,bt_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r12_l31_lr002_n600_leaf100_ff10_bf07_l1_01_l2_01,passed,passed,failed,failed,rejected,absolute_sharpe>=0.70_calmar_moved_to_relative_failed;relative_gate_failed,0.18885637064605665,0.6120020096689507,0.5872555203860222,-0.32159147779814,0,,False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01__risk_lgbm_b17_l15_lr002_n100_leaf100_ff09_bf09_l1_0_l2_0__risk_lgbm_b17_l15_lr002_n100_leaf100_ff09_bf09_l1_0_l2_0,cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01,1,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01__risk_lgbm_b17_l15_lr002_n100_leaf100_ff09_bf09_l1_0_l2_0__risk_lgbm_b17_l15_lr002_n100_leaf100_ff09_bf09_l1_0_l2_0,bt_s1_cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01__risk_lgbm_b17_l15_lr002_n100_leaf100_ff09_bf09_l1_0_l2_0,passed,failed,failed,failed,rejected,test_top_minus_bottom<=0;absolute_sharpe>=0.70_calmar_moved_to_relative_failed;relative_gate_failed,0.08904235601945643,0.554868774926673,0.7059687776906804,-0.1261278952175846,0,,False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01__risk_lgbm_b01_l15_lr002_n300_leaf300_ff09_bf09_l1_0_l2_0__risk_lgbm_b01_l15_lr002_n300_leaf300_ff09_bf09_l1_0_l2_0,cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01,2,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01__risk_lgbm_b01_l15_lr002_n300_leaf300_ff09_bf09_l1_0_l2_0__risk_lgbm_b01_l15_lr002_n300_leaf300_ff09_bf09_l1_0_l2_0,bt_s1_cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01__risk_lgbm_b01_l15_lr002_n300_leaf300_ff09_bf09_l1_0_l2_0,passed,failed,failed,failed,rejected,test_top_minus_bottom<=0;absolute_sharpe>=0.70_calmar_moved_to_relative_failed;relative_gate_failed,0.07875148283171196,0.4697448550552311,0.6815927526549841,-0.11554037586954102,0,,False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01__risk_lgbm_b18_l15_lr002_n300_leaf300_ff10_bf10_l1_01_l2_01_unbal__risk_lgbm_b18_l15_lr002_n300_leaf300_ff10_bf10_l1_01_l2_01_unbal,cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01,3,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01__risk_lgbm_b18_l15_lr002_n300_leaf300_ff10_bf10_l1_01_l2_01_unbal__risk_lgbm_b18_l15_lr002_n300_leaf300_ff10_bf10_l1_01_l2_01_unbal,bt_s1_cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01__risk_lgbm_b18_l15_lr002_n300_leaf300_ff10_bf10_l1_01_l2_01_unbal,passed,failed,failed,failed,rejected,test_top_minus_bottom<=0;absolute_sharpe>=0.70_calmar_moved_to_relative_failed;relative_gate_failed,0.10483082858589987,0.6228512131034475,0.910242276815049,-0.11516805059055757,0,,False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01__risk_lgbm_b02_l31_lr002_n300_leaf300_ff09_bf09_l1_0_l2_01__risk_lgbm_b02_l31_lr002_n300_leaf300_ff09_bf09_l1_0_l2_01,cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01,4,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01__risk_lgbm_b02_l31_lr002_n300_leaf300_ff09_bf09_l1_0_l2_01__risk_lgbm_b02_l31_lr002_n300_leaf300_ff09_bf09_l1_0_l2_01,bt_s1_cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01__risk_lgbm_b02_l31_lr002_n300_leaf300_ff09_bf09_l1_0_l2_01,passed,failed,failed,failed,rejected,test_top_minus_bottom<=0;absolute_sharpe>=0.70_calmar_moved_to_relative_failed;relative_gate_failed,0.08945207438900704,0.5121801535507514,0.6240790786764248,-0.14333451872592984,0,,False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01__risk_lgbm_b08_l31_lr005_n100_leaf300_ff09_bf09_l1_0_l2_0__risk_lgbm_b08_l31_lr005_n100_leaf300_ff09_bf09_l1_0_l2_0,cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01,5,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01__risk_lgbm_b08_l31_lr005_n100_leaf300_ff09_bf09_l1_0_l2_0__risk_lgbm_b08_l31_lr005_n100_leaf300_ff09_bf09_l1_0_l2_0,bt_s1_cloudrun_python_riskfeat_lgbm_pvfq_n30_bw_h5_20260606_01__risk_lgbm_b08_l31_lr005_n100_leaf300_ff09_bf09_l1_0_l2_0,passed,failed,failed,failed,rejected,test_top_minus_bottom<=0;absolute_sharpe>=0.70_calmar_moved_to_relative_failed;relative_gate_failed,0.09163831586330029,0.5198884410696257,0.756620165301611,-0.12111534963751669,0,,False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01__risk_lgbm_r20_l63_lr010_n600_leaf800_ff07_bf09_l1_1_l2_1__risk_lgbm_r20_l63_lr010_n600_leaf800_ff07_bf09_l1_1_l2_1,cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01,1,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01__risk_lgbm_r20_l63_lr010_n600_leaf800_ff07_bf09_l1_1_l2_1__risk_lgbm_r20_l63_lr010_n600_leaf800_ff07_bf09_l1_1_l2_1,bt_s1_cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01__risk_lgbm_r20_l63_lr010_n600_leaf800_ff07_bf09_l1_1_l2_1,passed,passed,passed,failed,rejected,relative_gate_failed,0.30320660919142917,1.2799732671164739,0.9828888610001925,-0.3084851413239994,0,,False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01__risk_lgbm_r07_l31_lr005_n600_leaf300_ff07_bf09_l1_0_l2_01__risk_lgbm_r07_l31_lr005_n600_leaf300_ff07_bf09_l1_0_l2_01,cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01,2,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01__risk_lgbm_r07_l31_lr005_n600_leaf300_ff07_bf09_l1_0_l2_01__risk_lgbm_r07_l31_lr005_n600_leaf300_ff07_bf09_l1_0_l2_01,bt_s1_cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01__risk_lgbm_r07_l31_lr005_n600_leaf300_ff07_bf09_l1_0_l2_01,passed,passed,passed,failed,rejected,relative_gate_failed,0.2233549978904461,0.9645765536087352,0.7990240533281918,-0.2795347611377915,0,,False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01__risk_lgbm_r09_l63_lr010_n100_leaf100_ff10_bf10_l1_0_l2_0__risk_lgbm_r09_l63_lr010_n100_leaf100_ff10_bf10_l1_0_l2_0,cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01,3,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01__risk_lgbm_r09_l63_lr010_n100_leaf100_ff10_bf10_l1_0_l2_0__risk_lgbm_r09_l63_lr010_n100_leaf100_ff10_bf10_l1_0_l2_0,bt_s1_cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01__risk_lgbm_r09_l63_lr010_n100_leaf100_ff10_bf10_l1_0_l2_0,passed,passed,failed,failed,rejected,absolute_sharpe>=0.70_calmar_moved_to_relative_failed;relative_gate_failed,0.13167801072848517,0.5764580948838097,0.4109861924077526,-0.32039521804139637,0,,False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01__risk_lgbm_r14_l63_lr002_n300_leaf800_ff07_bf10_l1_1_l2_01__risk_lgbm_r14_l63_lr002_n300_leaf800_ff07_bf10_l1_1_l2_01,cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01,4,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01__risk_lgbm_r14_l63_lr002_n300_leaf800_ff07_bf10_l1_1_l2_01__risk_lgbm_r14_l63_lr002_n300_leaf800_ff07_bf10_l1_1_l2_01,bt_s1_cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01__risk_lgbm_r14_l63_lr002_n300_leaf800_ff07_bf10_l1_1_l2_01,passed,passed,passed,passed,accepted,,0.3823299495932486,1.552848294060627,1.31788343874404,-0.29010907820316345,1,000852.SH,False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01__risk_lgbm_r08_l31_lr005_n300_leaf300_ff10_bf07_l1_01_l2_0__risk_lgbm_r08_l31_lr005_n300_leaf300_ff10_bf07_l1_01_l2_0,cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01,5,s1_lgbm_s1_cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01__risk_lgbm_r08_l31_lr005_n300_leaf300_ff10_bf07_l1_01_l2_0__risk_lgbm_r08_l31_lr005_n300_leaf300_ff10_bf07_l1_01_l2_0,bt_s1_cloudrun_python_riskfeat_lgbm_reg_pvfq_n30_bw_h5_20260606_01__risk_lgbm_r08_l31_lr005_n300_leaf300_ff10_bf07_l1_01_l2_0,passed,passed,passed,failed,rejected,relative_gate_failed,0.18599672655454347,0.7840604974526234,0.5813313273267285,-0.31994960156345886,0,,False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_sklearn_s1_sklearn_native_pvfq_n30_bw_h5_20260605_01__elastic_saga_c_0_1_l1_0_5_balanced__elastic_saga_c_0_1_l1_0_5_balanced,sklearn_native_pvfq_n30_bw_h5_20260605_01,1,s1_sklearn_s1_sklearn_native_pvfq_n30_bw_h5_20260605_01__elastic_saga_c_0_1_l1_0_5_balanced__elastic_saga_c_0_1_l1_0_5_balanced,bt_s1_sklearn_native_pvfq_n30_bw_h5_20260605_01__elastic_saga_c_0_1_l1_0_5_balanced,passed,failed,passed,passed,rejected,test_top_minus_bottom<=0,0.21478390199498243,1.093641912219991,1.5241891623367183,-0.14091682797803096,4,"000300.SH,000852.SH,000001.SH,399001.SZ",False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_sklearn_s1_sklearn_native_pvfq_n30_bw_h5_20260605_01__l2_saga_c_0_03_balanced__l2_saga_c_0_03_balanced,sklearn_native_pvfq_n30_bw_h5_20260605_01,2,s1_sklearn_s1_sklearn_native_pvfq_n30_bw_h5_20260605_01__l2_saga_c_0_03_balanced__l2_saga_c_0_03_balanced,bt_s1_sklearn_native_pvfq_n30_bw_h5_20260605_01__l2_saga_c_0_03_balanced,passed,failed,passed,passed,rejected,test_top_minus_bottom<=0,0.2142010655801041,1.0929666301280183,1.5200128425892798,-0.1409205630231527,4,"000300.SH,000852.SH,000001.SH,399001.SZ",False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_sklearn_s1_sklearn_native_pvfq_n30_bw_h5_20260605_01__elastic_saga_c_0_1_l1_0_15_balanced__elastic_saga_c_0_1_l1_0_15_balanced,sklearn_native_pvfq_n30_bw_h5_20260605_01,3,s1_sklearn_s1_sklearn_native_pvfq_n30_bw_h5_20260605_01__elastic_saga_c_0_1_l1_0_15_balanced__elastic_saga_c_0_1_l1_0_15_balanced,bt_s1_sklearn_native_pvfq_n30_bw_h5_20260605_01__elastic_saga_c_0_1_l1_0_15_balanced,passed,failed,passed,passed,rejected,test_top_minus_bottom<=0,0.2142010655801041,1.0929666301280183,1.5200128425892798,-0.1409205630231527,4,"000300.SH,000852.SH,000001.SH,399001.SZ",False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_sklearn_s1_sklearn_native_pvfq_n30_bw_h5_20260605_01__elastic_saga_c_0_3_l1_0_5_balanced__elastic_saga_c_0_3_l1_0_5_balanced,sklearn_native_pvfq_n30_bw_h5_20260605_01,4,s1_sklearn_s1_sklearn_native_pvfq_n30_bw_h5_20260605_01__elastic_saga_c_0_3_l1_0_5_balanced__elastic_saga_c_0_3_l1_0_5_balanced,bt_s1_sklearn_native_pvfq_n30_bw_h5_20260605_01__elastic_saga_c_0_3_l1_0_5_balanced,passed,failed,passed,passed,rejected,test_top_minus_bottom<=0,0.2151260882754067,1.0965372907310518,1.5265769853620461,-0.1409205630231527,4,"000300.SH,000852.SH,000001.SH,399001.SZ",False,
historical_candidate_canonical,replay_2024_2026,C_dual_track_remove_absolute_calmar,s1_sklearn_s1_sklearn_native_pvfq_n30_bw_h5_20260605_01__elastic_saga_c_1_l1_0_5_balanced__elastic_saga_c_1_l1_0_5_balanced,sklearn_native_pvfq_n30_bw_h5_20260605_01,5,s1_sklearn_s1_sklearn_native_pvfq_n30_bw_h5_20260605_01__elastic_saga_c_1_l1_0_5_balanced__elastic_saga_c_1_l1_0_5_balanced,bt_s1_sklearn_native_pvfq_n30_bw_h5_20260605_01__elastic_saga_c_1_l1_0_5_balanced,passed,failed,passed,passed,rejected,test_top_minus_bottom<=0,0.2151260882754067,1.0965372907310518,1.5265769853620461,-0.1409205630231527,4,"000300.SH,000852.SH,000001.SH,399001.SZ",False,
historical_candidate_canonical,replay_2024_2026,D_current_v3_no_change,s1_lgbm_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b31_l15_lr002_n100_leaf100_ff09_bf09_l1_0_l2_0__lgbm_b31_l15_lr002_n100_leaf100_ff09_bf09_l1_0_l2_0,cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01,1,s1_lgbm_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b31_l15_lr002_n100_leaf100_ff09_bf09_l1_0_l2_0__lgbm_b31_l15_lr002_n100_leaf100_ff09_bf09_l1_0_l2_0,bt_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b31_l15_lr002_n100_leaf100_ff09_bf09_l1_0_l2_0,passed,failed,passed,passed,rejected,test_top_minus_bottom<=0,0.16369982589938248,0.8853228331484971,1.3590149795480067,-0.12045476198785332,2,"000016.SH,000001.SH",False,
historical_candidate_canonical,replay_2024_2026,D_current_v3_no_change,s1_lgbm_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b34_l15_lr005_n100_leaf800_ff07_bf10_l1_1_l2_0__lgbm_b34_l15_lr005_n100_leaf800_ff07_bf10_l1_1_l2_0,cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01,2,s1_lgbm_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b34_l15_lr005_n100_leaf800_ff07_bf10_l1_1_l2_0__lgbm_b34_l15_lr005_n100_leaf800_ff07_bf10_l1_1_l2_0,bt_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b34_l15_lr005_n100_leaf800_ff07_bf10_l1_1_l2_0,passed,failed,passed,passed,rejected,test_top_minus_bottom<=0,0.18900794409602129,0.9876876184132698,1.7250947325258967,-0.10956380570432467,4,"000016.SH,000300.SH,000852.SH,000001.SH",False,
historical_candidate_canonical,replay_2024_2026,D_current_v3_no_change,s1_lgbm_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b01_l15_lr002_n300_leaf300_ff09_bf09_l1_0_l2_0__lgbm_b01_l15_lr002_n300_leaf300_ff09_bf09_l1_0_l2_0,cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01,3,s1_lgbm_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b01_l15_lr002_n300_leaf300_ff09_bf09_l1_0_l2_0__lgbm_b01_l15_lr002_n300_leaf300_ff09_bf09_l1_0_l2_0,bt_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b01_l15_lr002_n300_leaf300_ff09_bf09_l1_0_l2_0,passed,failed,passed,failed,rejected,test_top_minus_bottom<=0;relative_gate_failed,0.17425133133815174,0.9109572852090746,1.4868075112270722,-0.11719831250673529,0,,False,
historical_candidate_canonical,replay_2024_2026,D_current_v3_no_change,s1_lgbm_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b37_l15_lr002_n300_leaf300_ff10_bf10_l1_01_l2_01_unbal__lgbm_b37_l15_lr002_n300_leaf300_ff10_bf10_l1_01_l2_01_unbal,cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01,4,s1_lgbm_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b37_l15_lr002_n300_leaf300_ff10_bf10_l1_01_l2_01_unbal__lgbm_b37_l15_lr002_n300_leaf300_ff10_bf10_l1_01_l2_01_unbal,bt_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b37_l15_lr002_n300_leaf300_ff10_bf10_l1_01_l2_01_unbal,passed,failed,passed,failed,rejected,test_top_minus_bottom<=0;relative_gate_failed,0.1724588873835713,0.9051291766055752,1.4828395686284697,-0.11630313287571936,0,,False,
historical_candidate_canonical,replay_2024_2026,D_current_v3_no_change,s1_lgbm_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b26_l63_lr002_n300_leaf800_ff07_bf10_l1_1_l2_01__lgbm_b26_l63_lr002_n300_leaf800_ff07_bf10_l1_1_l2_01,cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01,5,s1_lgbm_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b26_l63_lr002_n300_leaf800_ff07_bf10_l1_1_l2_01__lgbm_b26_l63_lr002_n300_leaf800_ff07_bf10_l1_1_l2_01,bt_s1_cloudrun_python_lgbm_pvfq_n30_bw_h5_20260605_01__lgbm_b26_l63_lr002_n300_leaf800_ff07_bf10_l1_1_l2_01,passed,failed,passed,passed,rejected,test_top_minus_bottom<=0,0.18766606002035724,0.988669296878199,1.6444582875323461,-0.11412029203973706,1,000016.SH,False,
historical_candidate_canonical,replay_2024_2026,D_current_v3_no_change,s1_lgbm_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r03_l63_lr002_n600_leaf300_ff09_bf09_l1_01_l2_1__lgbm_r03_l63_lr002_n600_leaf300_ff09_bf09_l1_01_l2_1,cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01,1,s1_lgbm_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r03_l63_lr002_n600_leaf300_ff09_bf09_l1_01_l2_1__lgbm_r03_l63_lr002_n600_leaf300_ff09_bf09_l1_01_l2_1,bt_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r03_l63_lr002_n600_leaf300_ff09_bf09_l1_01_l2_1,passed,passed,failed,failed,rejected,absolute_sharpe>=0.70_and_calmar>1.0_failed;relative_gate_failed,0.21954984273876987,0.7153114955241507,0.6309400508568436,-0.3479725885852575,0,,False,
historical_candidate_canonical,replay_2024_2026,D_current_v3_no_change,s1_lgbm_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r08_l31_lr005_n300_leaf300_ff10_bf07_l1_01_l2_0__lgbm_r08_l31_lr005_n300_leaf300_ff10_bf07_l1_01_l2_0,cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01,2,s1_lgbm_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r08_l31_lr005_n300_leaf300_ff10_bf07_l1_01_l2_0__lgbm_r08_l31_lr005_n300_leaf300_ff10_bf07_l1_01_l2_0,bt_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r08_l31_lr005_n300_leaf300_ff10_bf07_l1_01_l2_0,passed,passed,failed,failed,rejected,absolute_sharpe>=0.70_and_calmar>1.0_failed;relative_gate_failed,0.15190158888114746,0.4715782644768494,0.41509527971711063,-0.3659439080701402,0,,False,
historical_candidate_canonical,replay_2024_2026,D_current_v3_no_change,s1_lgbm_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r11_l15_lr002_n600_leaf800_ff07_bf09_l1_1_l2_1__lgbm_r11_l15_lr002_n600_leaf800_ff07_bf09_l1_1_l2_1,cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01,3,s1_lgbm_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r11_l15_lr002_n600_leaf800_ff07_bf09_l1_1_l2_1__lgbm_r11_l15_lr002_n600_leaf800_ff07_bf09_l1_1_l2_1,bt_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r11_l15_lr002_n600_leaf800_ff07_bf09_l1_1_l2_1,passed,passed,failed,failed,rejected,absolute_sharpe>=0.70_and_calmar>1.0_failed;relative_gate_failed,0.23050523951899038,0.7291282276914982,0.664146788993644,-0.34706971913282314,0,,False,
historical_candidate_canonical,replay_2024_2026,D_current_v3_no_change,s1_lgbm_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r04_l31_lr005_n300_leaf300_ff09_bf09_l1_0_l2_0__lgbm_r04_l31_lr005_n300_leaf300_ff09_bf09_l1_0_l2_0,cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01,4,s1_lgbm_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r04_l31_lr005_n300_leaf300_ff09_bf09_l1_0_l2_0__lgbm_r04_l31_lr005_n300_leaf300_ff09_bf09_l1_0_l2_0,bt_s1_cloudrun_python_lgbm_reg_pvfq_n30_bw_h5_20260605_01__lgbm_r04_l31_lr005_n300_leaf300_ff09_bf09_l1_0_l2_0,passed,passed,failed,failed,rejected,absolute_sharpe>=0.70_and_calmar>1.0_failed;relative_gate_failed,0.29404921744316614,0.9265749270609986,0.8232781540647096,-0.3571687357321204,0,,False,
